Rank,Company Name,Ticker,Status,Note,Sector,Subsector,Filing Date,Revenue Millions,Revenue Growth Pct,Total Ai Mentions,Ai Count,Ml Count,Deep Learning Count,Neural Network Count,Genai Count,Llm Count,Gpt Count,Ai Classification,Benefit Quote,Risk Quote,All Quotes,Sec Url,Mentions Metadata
1,Walmart,WMT,has_10k,,Retail,Variety Stores,2022-03-18T00:00:00Z,559150.0,,0,0,0,0,0,0,0,0,no_ai_mention,"Consistent with its strategy, Walmart U.S. continues to develop technology tools and services to better serve customers and help stores operate more efficiently, such as pickup and delivery, Walmart+, ship-from-store and other initiatives which provide convenient and seamless omni-channel shopping experiences.","Our strategy, which includes investments in eCommerce, technology, talent, supply chain automation, acquisitions, joint ventures, store remodels and other customer initiatives, may not adequately or effectively allow us to continue to grow our eCommerce business, increase comparable sales, maintain or grow our overall market position or otherwise offset the impact on the growth of our business of a moderated pace of new store and club openings.","[{""text"": ""Our strategy, which includes investments in eCommerce, technology, talent, supply chain automation, acquisitions, joint ventures, store remodels and other customer initiatives, may not adequately or effectively allow us to continue to grow our eCommerce business, increase comparable sales, maintain or grow our overall market position or otherwise offset the impact on the growth of our business of a moderated pace of new store and club openings."", ""type"": ""risk""}, {""text"": ""Consistent with its strategy, Walmart U.S. continues to develop technology tools and services to better serve customers and help stores operate more efficiently, such as pickup and delivery, Walmart+, ship-from-store and other initiatives which provide convenient and seamless omni-channel shopping experiences."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT&type=10-K,
2,Amazon,AMZN,has_10k,,Retail,Catalog And Mail-Order Houses,2022-02-04T00:00:00Z,469822.0,,7,3,4,0,0,0,0,0,both,"We believe that advances in technology, specifically the speed and reduced cost of processing power, data storage and analytics, improved wireless connectivity, and the practical applications of artificial intelligence and machine learning, will continue to improve users' experience on the Internet and increase its ubiquity in people's lives. To best take advantage of these continued advances in technology, we are investing in AWS, which offers a broad set of on-demand technology services, including compute, storage, database, analytics, and machine learning, and other services, to developers and enterprises of all sizes.","It is not clear how existing laws governing issues such as property ownership, libel, privacy, data use, data protection, data security, network security, and consumer protection apply to aspects of our operations such as the Internet, e-commerce, digital content, web services, electronic devices, advertising, and artificial intelligence technologies and services.","[{""text"": ""We believe that advances in technology, specifically the speed and reduced cost of processing power, data storage and analytics, improved wireless connectivity, and the practical applications of artificial intelligence and machine learning, will continue to improve users' experience on the Internet and increase its ubiquity in people's lives. To best take advantage of these continued advances in technology, we are investing in AWS, which offers a broad set of on-demand technology services, including compute, storage, database, analytics, and machine learning, and other services, to developers and enterprises of all sizes."", ""type"": ""benefit""}, {""text"": ""It is not clear how existing laws governing issues such as property ownership, libel, privacy, data use, data protection, data security, network security, and consumer protection apply to aspects of our operations such as the Internet, e-commerce, digital content, web services, electronic devices, advertising, and artificial intelligence technologies and services."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN&type=10-K,"[{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":33419},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""of Part II"",""position"":85732},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""of Part II"",""position"":87045},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""of Part II"",""position"":105964},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""of Part II"",""position"":105992},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""of Part II"",""position"":106329},{""term"":""machine_learning"",""section_num"":""8"",""section_name"":""of Part II"",""position"":173896}]"
3,Apple,AAPL,has_10k,,Software & Technology,Electronic Computers,2022-10-28T00:00:00Z,365817.0,,0,0,0,0,0,0,0,0,no_ai_mention,"The Company's ability to compete successfully depends heavily on ensuring the continuing and timely introduction of innovative new products, services and technologies to the marketplace. The Company designs and develops nearly the entire solution for its products, including the hardware, operating system, numerous software applications and related services.","Because the industries in which the Company competes are characterized by rapid technological advances, the Company's ability to compete successfully depends heavily upon its ability to ensure a continual and timely flow of competitive products, services and technologies to the marketplace. The Company continues to develop new technologies to enhance existing products and services, and to expand the range of its offerings through research and development (R&D), licensing of intellectual property and acquisition of third-party businesses and technology.","[{""text"": ""The Company's ability to compete successfully depends heavily on ensuring the continuing and timely introduction of innovative new products, services and technologies to the marketplace. The Company designs and develops nearly the entire solution for its products, including the hardware, operating system, numerous software applications and related services."", ""type"": ""benefit""}, {""text"": ""Because the industries in which the Company competes are characterized by rapid technological advances, the Company's ability to compete successfully depends heavily upon its ability to ensure a continual and timely flow of competitive products, services and technologies to the marketplace. The Company continues to develop new technologies to enhance existing products and services, and to expand the range of its offerings through research and development (R&D), licensing of intellectual property and acquisition of third-party businesses and technology."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL&type=10-K,
4,CVS Health,CVS,has_10k,,Retail,Drug Stores And Proprietary Stores,2022-02-09T00:00:00Z,292111.0,,2,2,0,0,0,0,0,0,both,The technology leverages assisted artificial intelligence to deliver insights to the business and bring automation to otherwise manual tasks.,"We must re-engineer and reduce the number of these systems to meet changing consumer and vendor preferences and needs, improve our productivity and reduce our operating expenses. We also need to develop or acquire new technology systems, contract with new vendors or modify certain of our existing systems to support the consumer-oriented and transformation products and services we are developing, operating and expanding and/or to meet current and developing industry and regulatory standards, including to keep pace with continuing changes in information processing technology and emerging cybersecurity risks and threats.","[{""text"": ""The technology leverages assisted artificial intelligence to deliver insights to the business and bring automation to otherwise manual tasks."", ""type"": ""benefit""}, {""text"": ""We must re-engineer and reduce the number of these systems to meet changing consumer and vendor preferences and needs, improve our productivity and reduce our operating expenses. We also need to develop or acquire new technology systems, contract with new vendors or modify certain of our existing systems to support the consumer-oriented and transformation products and services we are developing, operating and expanding and/or to meet current and developing industry and regulatory standards, including to keep pace with continuing changes in information processing technology and emerging cybersecurity risks and threats."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""for further discussion of star ratings"",""position"":122126},{""term"":""artificial_intelligence"",""section_num"":""8"",""section_name"":""of this"",""position"":152346}]"
5,UnitedHealth Group,UNH,has_10k,,Financial Services,Hospital And Medical Service Plans,2022-02-15T00:00:00Z,287597.0,,0,0,0,0,0,0,0,0,no_ai_mention,"The ability to analyze complex data and apply deep health care expertise and insights allows us to serve people, care providers, businesses, communities and governments with more innovative products and complete, end-to-end offerings for many of the biggest challenges facing health care today.",,"[{""text"": ""The ability to analyze complex data and apply deep health care expertise and insights allows us to serve people, care providers, businesses, communities and governments with more innovative products and complete, end-to-end offerings for many of the biggest challenges facing health care today."", ""type"": ""benefit""}, {""text"": ""Our ability to implement new and innovative services, price adequately our products and services, provide effective service to our customers in an efficient and uninterrupted fashion, and report accurately our results of operations depends on the integrity of the data in our information systems. In addition, connectivity among technologies is becoming increasingly important and recent trends toward greater consumer engagement in health care require new and enhanced technologies, including more sophisticated applications for mobile devices."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH&type=10-K,
6,Exxon Mobil,XOM,has_10k,,Energy,Petroleum Refining,2022-02-23T00:00:00Z,285640.0,,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM&type=10-K,
7,Berkshire Hathaway,BRK-B,has_10k,,Financial Services,"Fire, Marine And Casualty Insurance",2022-02-28T00:00:00Z,276094.0,,0,0,0,0,0,0,0,0,no_ai_mention,"PCC believes its manufacturing processes, technology and experience provide advantages to its customers, such as high quality, competitive prices and physical properties that often meet more stringent demands",,"[{""text"": ""PCC believes its manufacturing processes, technology and experience provide advantages to its customers, such as high quality, competitive prices and physical properties that often meet more stringent demands"", ""type"": ""benefit""}, {""text"": ""Several factors, including long-standing customer relationships, technical expertise, state-of-the-art facilities and dedicated employees, aid PCC in maintaining competitive advantages."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK&type=10-K,
8,Alphabet,GOOGL,has_10k,,Software & Technology,"Computer Programming, Data Processing",2022-02-02T00:00:00Z,257637.0,,13,9,4,0,0,0,0,0,both,"Across the company, investments in AI and machine learning are increasingly driving many of our latest innovations and have enabled us to build products that are smarter and more helpful. For example, in May of 2021, we introduced Multitask Unified Model — or MUM — which has the potential to transform how Google helps with complex tasks. MUM is trained across 75 different languages, which means that it can learn from sources written in one language and help bring that information to people in another. It is also multimodal, so it understands information across text and images and, in the future, can expand to more modalities like video and audio.","In addition, new and evolving products and services, including those that use AI and machine learning, raise ethical, technological, legal, regulatory, and other challenges, which may negatively affect our brands and demand for our products and services.","[{""text"": ""Across the company, investments in AI and machine learning are increasingly driving many of our latest innovations and have enabled us to build products that are smarter and more helpful. For example, in May of 2021, we introduced Multitask Unified Model \u2014 or MUM \u2014 which has the potential to transform how Google helps with complex tasks. MUM is trained across 75 different languages, which means that it can learn from sources written in one language and help bring that information to people in another. It is also multimodal, so it understands information across text and images and, in the future, can expand to more modalities like video and audio."", ""type"": ""benefit""}, {""text"": ""In addition, new and evolving products and services, including those that use AI and machine learning, raise ethical, technological, legal, regulatory, and other challenges, which may negatively affect our brands and demand for our products and services."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":45365},{""term"":""AI"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":45390},{""term"":""AI"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":46891},{""term"":""AI"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":49249},{""term"":""AI"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":49287},{""term"":""machine_learning"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":49294},{""term"":""AI"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":50103},{""term"":""AI"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":52482},{""term"":""AI"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":56209},{""term"":""machine_learning"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":56362},{""term"":""AI"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":79587},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":79594},{""term"":""machine_learning"",""section_num"":""8"",""section_name"":""of this Annual Report on Form"",""position"":198514}]"
9,McKesson,MCK,has_10k,,Healthcare,"Drugs, Drug Proprietaries And Druggists' Sundries",2022-05-09T00:00:00Z,238228.0,,0,0,0,0,0,0,0,0,no_ai_mention,"We invest in technology and other systems at all of our distribution centers to enhance safety, reliability, and product availability. For example, we offer McKesson ConnectSM, an internet-based ordering system that provides item look-up and real-time inventory availability as well as ordering, purchasing, third-party reconciliation, and account management functionality. We make extensive use of technology as an enabler to ensure customers have the right products at the right time in the right place.[<cit_01kdtxfvp2ex3sdyje5e9fznfp>]",,"[{""text"": ""We invest in technology and other systems at all of our distribution centers to enhance safety, reliability, and product availability. For example, we offer McKesson ConnectSM, an internet-based ordering system that provides item look-up and real-time inventory availability as well as ordering, purchasing, third-party reconciliation, and account management functionality. We make extensive use of technology as an enabler to ensure customers have the right products at the right time in the right place.[<cit_01kdtxfvp2ex3sdyje5e9fznfp>]"", ""type"": ""benefit""}, {""text"": ""ExpressRx Track\u2122 - Pharmacy automation solution featuring state-of-the-art robotics, upgraded imaging, and expanded vial capabilities, and industry-leading speed and accuracy in a small footprint.[<cit_01kdtxfvp2ex2bsaj5b3sm2zv1>]"", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK&type=10-K,
10,Cencora,COR,has_10k,,Healthcare,"Drugs, Drug Proprietaries And Druggists' Sundries",2022-11-22T00:00:00Z,,,0,0,0,0,0,0,0,0,no_ai_mention,"We continue to seek opportunities to achieve increased productivity and operating income gains as we invest in and continue to implement warehouse automation technology, adopt 'best practices' in warehousing activities, and increase operating leverage by increasing volume per full-service distribution facility.",,"[{""text"": ""We continue to seek opportunities to achieve increased productivity and operating income gains as we invest in and continue to implement warehouse automation technology, adopt 'best practices' in warehousing activities, and increase operating leverage by increasing volume per full-service distribution facility."", ""type"": ""benefit""}, {""text"": ""We will continue to invest in advanced information systems and automated warehouse technology. For example, in an effort to comply with future pedigree and other supply chain custody requirements... we expect to continue to make significant investments in our secure supply chain information systems."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COR&type=10-K,
